comment_id,komentar,normalized_text,clean_text,token_count
352,"Gue bukan siapa2nya beliau..tapi ikut sakit hatiiii..
Semoga para biadab yg menzholimi mendapat balasan hukuman Allah SWT.. Aamiin 🤲🤲",gue bukan siapa nya beliau tapi ikut sakit hatiiii semoga para biadab yg menzholimi mendapat balasan hukuman allah swt aamiin,gue bukan siapa beliau ikut sakit hati moga biadab menzholimi balas hukum allah swt aamiin,15
353,Mundur ke belakang,mundur ke belakang,mundur belakang,2
354,"Kesalahan Pak Nadiem cuma 1 yaitu : ""Menjadi Menteri Jokowi""",kesalahan pak nadiem cuma yaitu menjadi menteri jokowi,salah pak nadiem cuma jadi menteri jokowi,7
355,Jangan pasang muka sedih laaah,jangan pasang muka sedih laaah,jangan pasang muka sedih laah,5
356,Selamat menikmati jeruji besi . Gu dulmu atoosssss,selamat menikmati jeruji besi gu dulmu atoosssss,selamat nikmat jeruji besi dulmu atooss,6
357,"Hanya Allah penolong kita. Bapak kita punya Allah yang maha adil. Minta ke adilan sama Allah. Dengan Solat taubat, Solat hajat. Tahajud dan istikoroh. Meminta sama Allah. Insya Alloh Allah akan membuktikan semua ini. Lakukan.",hanya allah penolong kita bapak kita punya allah yang maha adil minta ke adilan sama allah dengan solat taubat solat hajat tahajud dan istikoroh meminta sama allah insya alloh allah akan membuktikan semua ini lakukan,allah bapak punya allah maha adil minta adil sama allah solat taubat solat hajat tahajud istikoroh minta sama allah insya alloh allah bukti semua laku,25
358,Indonesia emas 2045 yg dicanangkan Jokowi dan luhut yg tinggal 19 thn lagi hanyalah omong kosong hayalan para dajal penipu,indonesia emas yg dicanangkan jokowi dan luhut yg tinggal thn lagi hanyalah omong kosong hayalan para dajal penipu,indonesia emas canang jokowi luhut tinggal thn omong kosong hayalan dajal tipu,12
359,Org pintar atau kaya pengusaha jgn mau masuk politik atau pemerintahan.. akan di jadikan korban berikutnya.. inilah hukum yg sangat kejam buat kita..,org pintar atau kaya pengusaha jgn mau masuk politik atau pemerintahan akan di jadikan korban berikutnya inilah hukum yg sangat kejam buat kita,orang pintar kaya usaha jgn mau masuk politik perintah jadi korban ikut hukum sangat kejam buat,16
360,"Nadiem hanya jadi tumbal sang raja koruptor, padahal nadiem riil menciptakan lapangan kerja jutaan orang.",nadiem hanya jadi tumbal sang raja koruptor padahal nadiem riil menciptakan lapangan kerja jutaan orang,nadiem jadi tumbal sang raja koruptor padahal nadiem riil cipta lapang kerja juta orang,14
361,"Anda jujur dan masuk pemerintahan?
Anda akan dikoyak habis olehnya..",anda jujur dan masuk pemerintahan anda akan dikoyak habis olehnya,jujur masuk perintah koyak habis,5
362,Seharusnya Jokowi yang harus dipenjara dan dibuang ke Nusakambangan,seharusnya jokowi yang harus dipenjara dan dibuang ke nusakambangan,jokowi penjara buang nusakambangan,4
363,sabar Pak.,sabar pak,sabar pak,2
364,Kak sanya banyak maling. Makanya negara kaco bali.,kak sanya banyak maling makanya negara kaco bali,kak sanya banyak maling makanya negara kaco bal,8
365,"Sy setuju kamu d penjara...KRNA kamu JD Mentri gak amanah,..bukanya mendidik anak2 jadi parah kurikulum kamu yg buat",sy setuju kamu d penjara krna kamu jd mentri gak amanah bukanya mendidik anak jadi parah kurikulum kamu yg buat,tuju kamu penjara krna kamu jadi tri amanah buka didik anak jadi parah kurikulum kamu buat,16
366,"Dulu nadiem bela jokowi mati2an di program PIP,, skrg nadiem jd tumbal jokowi,, mungkin itulah hukuman nya,, kemana dana PIP yg dulu sempat di pertanyakan oleh wali murid, dan hanya di berikan senyuman oleh nadiem,, Tuhan maha adil,, menunjukan ketidak jujuran seseorang yg skrg kena batunya 🤔🙄",dulu nadiem bela jokowi mati an di program pip skrg nadiem jd tumbal jokowi mungkin itulah hukuman nya kemana dana pip yg dulu sempat di pertanyakan oleh wali murid dan hanya di berikan senyuman oleh nadiem tuhan maha adil menunjukan ketidak jujuran seseorang yg skrg kena batunya,dulu nadiem bela jokowi mati program pip skrg nadiem jadi tumbal jokowi mungkin hukum dana pip dulu sempat tanya wali murid ikan senyum nadiem tuhan maha adil tunjuk jujuran orang skrg kena batu,33
367,hukum macam apa ini😢,hukum macam apa ini,hukum macam apa,3
368,Minta ke jokowi yang menjebloskan dia...,minta ke jokowi yang menjebloskan dia,minta jokowi jeblos,3
369,Masya Alloh ..kok jadi sekian milyard,masya alloh kok jadi sekian milyard,masya alloh kok jadi sekian milyard,6
370,"siap siap warga indonesia, investor akan ga mau masuk kesini, ini nadim salah satu pionernya yang cukup berhasil

siap siap pengangguran meningkat

gila bener hukum indonesia",siap siap warga indonesia investor akan ga mau masuk kesini ini nadim salah satu pionernya yang cukup berhasil siap siap pengangguran meningkat gila bener hukum indonesia,siap siap warga indonesia investor mau masuk kesini nadim salah satu pioner cukup hasil siap siap anggur tingkat gila bener hukum indonesia,22
371,Mukidi cari mukidi... Mana orang....,mukidi cari mukidi mana orang,mukidi cari mukidi mana orang,5
372,Subhanallooh.,subhanallooh,subhanallooh,1
373,Saya percaya dengan kejujurannya tidak korupsi. Nadiem orang baik berada di lingkungan yang kurang baik,saya percaya dengan kejujurannya tidak korupsi nadiem orang baik berada di lingkungan yang kurang baik,percaya jujur korupsi nadiem orang baik lingkung kurang baik,9
374,Masih banggakah anda hidup di negara Indonesia?,masih banggakah anda hidup di negara indonesia,bangga hidup negara indonesia,4
375,"Aduh..
Yg sabar mas, tu lah  Indonesia hukum semakin bobrok",aduh yg sabar mas tu lah indonesia hukum semakin bobrok,aduh sabar mas lah indonesia hukum makin bobrok,8
376,Jokowi bertanggung jawab,jokowi bertanggung jawab,jokowi tanggung jawab,3
377,Semua berawal dari gorong²,semua berawal dari gorong,semua awal gorong,3
378,Hukum remuk di negri ini....Konoha...,hukum remuk di negri ini konoha,hukum remuk negri konoha,4
379,"Bilang Jokowi aja P Nadiem ,suruh fanti uang Penggantinya...",bilang jokowi aja p nadiem suruh fanti uang penggantinya,bilang jokowi nadiem suruh fanti uang ganti,7
380,Siapa suruh mau jadi menterinya jokowi,siapa suruh mau jadi menterinya jokowi,siapa suruh mau jadi menteri jokowi,6
381,Politik memang jahat...!,politik memang jahat,politik memang jahat,3
382,Coba klu anda dulu jgn mau jadi antek2nya kini sdh kacau,coba klu anda dulu jgn mau jadi antek nya kini sdh kacau,coba klu dulu jgn mau jadi antek kini kacau,9
383,Wah pasang badan dia hukum ambil hrta  .gledah lah..,wah pasang badan dia hukum ambil hrta gledah lah,wah pasang badan hukum ambil hrta gledah lah,8
384,Jgn mau bayar,jgn mau bayar,jgn mau bayar,3
385,KORBAN REZIMNYA JOKOWI INI,korban rezimnya jokowi ini,korban rezim jokowi,3
386,"Udh bagus jadi boss gojek, eh tergiur bujuk rayu si ...., habis dah luh...",udh bagus jadi boss gojek eh tergiur bujuk rayu si habis dah luh,udh bagus jadi boss gojek giur bujuk rayu habis dah luh,11
387,Mangkanya kalau Pilpres jangan mau di bayar dg uang ratusan ribu,mangkanya kalau pilpres jangan mau di bayar dg uang ratusan ribu,mangkanya kalau pilpres jangan mau bayar uang ratus ribu,9
388,"Alhamdulillah aku sebagai mertua tak pernah  ikut campur rumah tangga anakku,,dan menantuku seperti anak ku sendiri saling melengkapi dan menyayangi dan menghargai libur mantu❤❤❤",alhamdulillah aku sebagai mertua tak pernah ikut campur rumah tangga anakku dan menantuku seperti anak ku sendiri saling melengkapi dan menyayangi dan menghargai libur mantu,alhamdulillah aku mertua tak pernah ikut campur rumah tangga anak menantu anak sendiri saling lengkap sayang harga libur mantu,19
389,"Saya bukan ahli hukum pidana 
Tapi hakim memvonis sesuai fakta di persidangan, apakah Anda menuduh hakim di suap atau berlaku tidal adil? Terima saja jika kemudian keberatan maka silahkn banding",saya bukan ahli hukum pidana tapi hakim memvonis sesuai fakta di persidangan apakah anda menuduh hakim di suap atau berlaku tidal adil terima saja jika kemudian keberatan maka silahkn banding,bukan ahli hukum pidana hakim vonis sesuai fakta sidang tuduh hakim suap laku tidal adil terima kemudian berat silahkn banding,20
390,Beginilah kalo negara dipimpin makhluk sosialist yang mau mengubah ideologi,beginilah kalo negara dipimpin makhluk sosialist yang mau mengubah ideologi,begini kalo negara pimpin makhluk sosialist mau ubah ideologi,9
391,"Orang jujur cerdas KLO SDH masuk kabinet akan dijebak dan dijadikan korban dr keserakahan orang""jahat dan kejam,, astaghfirullah",orang jujur cerdas klo sdh masuk kabinet akan dijebak dan dijadikan korban dr keserakahan orang jahat dan kejam astaghfirullah,orang jujur cerdas klo masuk kabinet jebak jadi korban serakah orang jahat kejam astaghfirullah,14
392,Tumbal jokowi...sdh jls2 sebut nama jokowi...tp jokowi tdk ditangkap..,tumbal jokowi sdh jls sebut nama jokowi tp jokowi tdk ditangkap,tumbal jokowi jls sebut nama jokowi jokowi tangkap,8
393,Makanya udah enak main jd tukang ojek malah gabung pemerintahan yg isinya maling semua,makanya udah enak main jd tukang ojek malah gabung pemerintahan yg isinya maling semua,makanya udah enak main jadi tukang ojek malah gabung perintah isi maling semua,13
394,"Tenang aja bang Nadim, Allah Maha Tau, siapa yg benar dan siapa yg salah",tenang aja bang nadim allah maha tau siapa yg benar dan siapa yg salah,tenang bang nadim allah maha tahu siapa benar siapa salah,10
395,"Nadiem d kriminalisasi,.",nadiem d kriminalisasi,nadiem kriminalisasi,2
396,"Yaa Allah, di mana keadilan di hati penegak hukum?",yaa allah di mana keadilan di hati penegak hukum,yaa allah mana adil hati tegak hukum,7
397,"Saya ingat Saat Saham GOTO  Rp. 800 perlembar  saat ini  sisa <- Rp 50,-",saya ingat saat saham goto rp perlembar saat ini sisa rp,ingat saham goto lembar sisa,5
398,Kacau hukum di negara ini,kacau hukum di negara ini,kacau hukum negara,3
399,Mengerikan ya Allah,mengerikan ya allah,keri allah,2
400,"Tangkap tuh sijokowi ,dialah yg merintah menteri2nya untuk mengambil uang sebanyakbanyaknya ,demi proyeknya",tangkap tuh sijokowi dialah yg merintah menteri nya untuk mengambil uang sebanyakbanyaknya demi proyeknya,tangkap tuh sijokowi merintah menteri ambil uang sebanyakbanyaknya proyek,9
401,Gila banget. Yg korupsi siapa yg jadi tumbal justru orang jujur anak bangsa yg mau memajukan negeri ini. Gila hukum di negeri ini. TUHAN TIDAK TIDUR. PEMBALASAN DARI TUHAN BUAT ORANG YG SDH MENZOLIMI PAK NADIEM MAKARIM,gila banget yg korupsi siapa yg jadi tumbal justru orang jujur anak bangsa yg mau memajukan negeri ini gila hukum di negeri ini tuhan tidak tidur pembalasan dari tuhan buat orang yg sdh menzolimi pak nadiem makarim,gila korupsi siapa jadi tumbal justru orang jujur anak bangsa mau maju negeri gila hukum negeri tuhan tidur balas tuhan buat orang menzolimi pak nadiem makarim,26
402,"Sungguh besar jasa Jokowi, menjadikan Nadim jadi terkenal....",sungguh besar jasa jokowi menjadikan nadim jadi terkenal,sungguh besar jasa jokowi jadi nadim jadi kenal,8
403,Dholim sekali ...semoga Bp di angkat derajad nya ...yg dholim di hina sehina ny,dholim sekali semoga bp di angkat derajad nya yg dholim di hina sehina ny,dholim sekali moga angkat derajad dholim hina hina,8
404,Hukumnya manusia tidak ada jaminan keadilan apalagi kalau penegak hukumnya mati nuraninya....,hukumnya manusia tidak ada jaminan keadilan apalagi kalau penegak hukumnya mati nuraninya,hukum manusia jamin adil kalau tegak hukum mati nurani,9
405,"HAKIM2 SUDAH GAK TAKUT DENGAN NAMANYA DOSA..
MEREKA BEKERJA BUKAN SEBAGAI PENEGAK HUKUM TUHAN..",hakim sudah gak takut dengan namanya dosa mereka bekerja bukan sebagai penegak hukum tuhan,hakim takut nama dosa kerja bukan tegak hukum tuhan,9
406,Aneh gua sama netijen ya orang jelas2 korup malah di bilang dia kena zolim lucu lu semua tar giliran dia GK di usut enak itu leha2 bisa nikmatin hasil korupsinya hahahah lucu lu semua kocak😂,aneh gua sama netijen ya orang jelas korup malah di bilang dia kena zolim lucu lu semua tar giliran dia gk di usut enak itu leha bisa nikmatin hasil korupsinya hahahah lucu lu semua kocak,aneh gua sama netijen orang jelas korup malah bilang kena zolim lucu semua tar gilir usut enak leha nikmatin hasil korupsi lucu semua kocak,24
407,prabowo kocak,prabowo kocak,prabowo kocak,2
408,"Nadim juga bersalah lah
Saya yakin ALLAH maha tau
Makanya ditegur sama Allah 
Berarti Allah sayang sama Nadim to 😂😂😂",nadim juga bersalah lah saya yakin allah maha tau makanya ditegur sama allah berarti allah sayang sama nadim to,nadim salah lah yakin allah maha tahu makanya tegur sama allah arti allah sayang sama nadim,16
409,Justru penegak hukum menegakkan lurus ke atas,justru penegak hukum menegakkan lurus ke atas,justru tegak hukum tegak lurus atas,6
410,"Saya Temannya Mulyono, Mereka Tau itu",saya temannya mulyono mereka tau itu,teman mulyono tahu,3
411,Sudah jelas jelas koruptor malah di bela aneh😅,sudah jelas jelas koruptor malah di bela aneh,jelas jelas koruptor malah bela aneh,6
412,"pendukung nadiem = pendukung jurist tan = pendukung kuruptor.
itu fakta",pendukung nadiem pendukung jurist tan pendukung kuruptor itu fakta,dukung nadiem dukung jurist tan dukung kuruptor fakta,8
413,Pasti menyesal ya pa Nadim pulang untuk bakti di negri sendiri....kecewa pasti ya pa...makanya banyak orang pintar berkalir diluar negri..karena di dalam negri tidak ada penghargaannya...,pasti menyesal ya pa nadim pulang untuk bakti di negri sendiri kecewa pasti ya pa makanya banyak orang pintar berkalir diluar negri karena di dalam negri tidak ada penghargaannya,sesal nadim pulang bakti negri sendiri kecewa makanya banyak orang pintar berkalir luar negri negri harga,16
414,Semoga pak nadin di beri kesabaran,semoga pak nadin di beri kesabaran,moga pak nadin beri sabar,5
415,Saya bermimpi indonesia mengalami krismon ngerii .. orang biasa pada kelaparan dan saling membunuh .. orang yg punya jabatan menimbun bahan pangan secara diam diam ..saya dan warga lainya mencuri bahan pangan tersebut lalu ketahuan .. kami di kejar kejar ormas lalu di bacoki,saya bermimpi indonesia mengalami krismon ngerii orang biasa pada kelaparan dan saling membunuh orang yg punya jabatan menimbun bahan pangan secara diam diam saya dan warga lainya mencuri bahan pangan tersebut lalu ketahuan kami di kejar kejar ormas lalu di bacoki,mimpi indonesia alami krismon ngeri orang biasa lapar saling bunuh orang punya jabat timbun bahan pangan diam diam warga lai curi bahan pangan sebut lalu tahu kejar kejar ormas lalu bacok,31
416,yang masukkan juris tan siapa pak,yang masukkan juris tan siapa pak,masuk juris tan siapa pak,5
417,anak buah bapak mana yang cewek,anak buah bapak mana yang cewek,anak buah bapak mana cewek,5
418,Buka saja bung Nadim tentu semua itu pasti ada yg memerintahkan nya,buka saja bung nadim tentu semua itu pasti ada yg memerintahkan nya,buka bung nadim semua perintah,5
419,"Sebelum bapak menerima jabatan jadi menteri, bapak sudah kaya raya & sudah terkenal. 
Apa tujuan asli bapak menerima jabatan menteri?",sebelum bapak menerima jabatan jadi menteri bapak sudah kaya raya sudah terkenal apa tujuan asli bapak menerima jabatan menteri,bapak terima jabat jadi menteri bapak kaya raya kenal apa tuju asli bapak terima jabat menteri,16
420,Indo gk akan maju sebelum revolusi.,indo gk akan maju sebelum revolusi,indo maju revolusi,3
421,"Yg bener di dzolomi
Yg koruptor di pelihara ..
Setan emangg",yg bener di dzolomi yg koruptor di pelihara setan emangg,bener dzolomi koruptor pelihara setan emangg,6
422,"Ok, makin ga yakin sama penegak hukum di negri ini😂",ok makin ga yakin sama penegak hukum di negri ini,makin yakin sama tegak hukum negri,6
423,Jadi korban Wiwi dia,jadi korban wiwi dia,jadi korban wiwi,3
424,"jokowi harus tanggung jawab, sekeluarga sampai seluruh keturunannya terkutuk, dan disisi lain, prabowo anteng2 😢",jokowi harus tanggung jawab sekeluarga sampai seluruh keturunannya terkutuk dan disisi lain prabowo anteng,jokowi tanggung jawab keluarga seluruh turun kutuk sisi prabowo anteng,10
425,"Sudah gila korban malah di kriminalisasi, 
Jokodok malah gak diapa apain, 
Seret jokodok",sudah gila korban malah di kriminalisasi jokodok malah gak diapa apain seret jokodok,gila korban malah kriminalisasi jokodok malah apa apain seret jokodok,10
426,"Aduh, kemunduran bbrp generasi kedepan, generasi muda yg hebat ga akan sudi mengabdi untuk negara bobrok spt ini. Menyedihkan pemimpin negara ini skrg, Indonesia suram 😢",aduh kemunduran bbrp generasi kedepan generasi muda yg hebat ga akan sudi mengabdi untuk negara bobrok spt ini menyedihkan pemimpin negara ini skrg indonesia suram,aduh mundur bbrp generasi depan generasi muda hebat sudi abdi negara bobrok spt sedih pimpin negara skrg indonesia suram,19
427,Mana ada maling ngaku,mana ada maling ngaku,mana maling ngaku,3
428,Tinggal nunggu musibah di indonesia biar org2 dzolim hilang dan lenyap dr indonesia,tinggal nunggu musibah di indonesia biar org dzolim hilang dan lenyap dr indonesia,tinggal nunggu musibah indonesia biar orang dzolim hilang lenyap indonesia,10
429,"Tenang pak .........rakyat sdh byk yg tau sistem krj pengadilan di negri KONOHA ini .
Vonus 15 th cm sebg formalitas unt   publik.....😂😂😂😂😂....
Endingnya setlh masa tahanan  berjalan , gx smp 10 th atau bahkan cm  5 th sj, bpk sdh bs bebas......
Lg pl di rutan bpk tetap bs mendapatkan pelayanan yg eksekutif........
Ruang tahanan kelas VIP dgn fasilitas selayaknya di hotel.
Kamar yg di lengkapi dgn kmr mnd dalam, AC, TV, bahkan bs jd ada lemari es ....dan bahkan ada hari dan jam tertentu unt bpk bs keluar dr rutan sekedar menghirup udara  bebas, ngademi hati jg mencerahkan pikiran dgn dtg ke kafe 😂😂😂😂😂
Nmnya jg terpidana kelas atas unt org2 berduit yg pernah menjabat di pemerintahan.
Tetap di beri fasilitas ekstra",tenang pak rakyat sdh byk yg tau sistem krj pengadilan di negri konoha ini vonus th cm sebg formalitas unt publik endingnya setlh masa tahanan berjalan gx smp th atau bahkan cm th sj bpk sdh bs bebas lg pl di rutan bpk tetap bs mendapatkan pelayanan yg eksekutif ruang tahanan kelas vip dgn fasilitas selayaknya di hotel kamar yg di lengkapi dgn kmr mnd dalam ac tv bahkan bs jd ada lemari es dan bahkan ada hari dan jam tertentu unt bpk bs keluar dr rutan sekedar menghirup udara bebas ngademi hati jg mencerahkan pikiran dgn dtg ke kafe nmnya jg terpidana kelas atas unt org berduit yg pernah menjabat di pemerintahan tetap di beri fasilitas ekstra,tenang pak rakyat byk tahu sistem krj adil negri konoha vonus sebg formalitas unt publik endingnya setlh masa tahan jalan smp bahkan bapak bebas rutan bapak tetap layan eksekutif ruang tahan kelas vip fasilitas layak hotel kamar lengkap kmr mnd bahkan jadi lemari bahkan hari jam unt bapak keluar rutan dar hirup udara bebas ngademi hati cerah pikir dtg kafe nmnya pidana kelas atas unt orang duit pernah jabat perintah tetap beri fasilitas ekstra,74
430,Ulah jokowi,ulah jokowi,ulah jokowi,2
431,"Artinya ada maling triak maling, yg maling terlindungi aman ayem tentrem. Sadis negri ini. bener"" sdh gilaaaa ,!!!",artinya ada maling triak maling yg maling terlindungi aman ayem tentrem sadis negri ini bener sdh gilaaaa,arti maling triak maling maling lindung aman ayem tentrem sadis negri bener gilaa,13
432,Hayo siapa lagi yang mau ngabdi ke negara?,hayo siapa lagi yang mau ngabdi ke negara,hayo siapa mau ngabdi negara,5
433,"Tangkap jokowi , semua mentri jokowi hanya dimanfaatkan untuk kepentingan jokowi dan keluarganya. Jokowi manusia terjahat di abad ini ,namun sejahat jahatnya jokowi ,lebih jahat lagi para pendukung jokowi dan orang orang yang memuji muji jokowi.",tangkap jokowi semua mentri jokowi hanya dimanfaatkan untuk kepentingan jokowi dan keluarganya jokowi manusia terjahat di abad ini namun sejahat jahatnya jokowi lebih jahat lagi para pendukung jokowi dan orang orang yang memuji muji jokowi,tangkap jokowi semua tri jokowi manfaat penting jokowi keluarga jokowi manusia jahat abad jahat jahat jokowi lebih jahat dukung jokowi orang orang puji muji jokowi,25
434,"Itulah sebab krnapa banyak generasi muda lebih memilih menjadi warga negara lain karena di indo, anak bangsa itu ga pernah dianggap kecuali ada sangkut pautnya dengan penguada dan oligarki...",itulah sebab krnapa banyak generasi muda lebih memilih menjadi warga negara lain karena di indo anak bangsa itu ga pernah dianggap kecuali ada sangkut pautnya dengan penguada dan oligarki,krnapa banyak generasi muda lebih pilih jadi warga negara indo anak bangsa pernah anggap sangkut paut penguada oligarki,18
435,"Tuhan tidak tidur ,semoga Tuhan menidurkan pemimpin yg berbuat zalim",tuhan tidak tidur semoga tuhan menidurkan pemimpin yg berbuat zalim,tuhan tidur moga tuhan tidur pimpin buat zalim,8
436,Semoga semua pihak yang mendzolimi mendapat KARMA INSTANT!!! Amien..Amien.. Amien…🙏🙏🙏,semoga semua pihak yang mendzolimi mendapat karma instant amien amien amien,moga semua pihak mendzolimi karma instant amien amien amien,9
437,"Yg jelas2 koruptor milyaran sampai trilyunan cm didenda ratusan juta dn gak disita asetnya,,, memang gak adil",yg jelas koruptor milyaran sampai trilyunan cm didenda ratusan juta dn gak disita asetnya memang gak adil,jelas koruptor milyaran trilyunan denda ratus juta sita aset memang adil,11
438,Para Koruptor bajingan mengkambing hitamkan orang tak bersalah. Zholim pada orang yang lemah akan berbalik kepadanya.,para koruptor bajingan mengkambing hitamkan orang tak bersalah zholim pada orang yang lemah akan berbalik kepadanya,koruptor bajing kambing hitam orang tak salah zholim orang lemah balik,11
439,Si jack aman2 aja,si jack aman aja,jack aman,2
440,Otak nya lagi di Lampung,otak nya lagi di lampung,otak lampung,2
441,Ha ha ha korban jokow,ha ha ha korban jokow,korban jokow,2
442,Y Allah ..gini amat hukum Indonesia,y allah gini amat hukum indonesia,allah gin hukum indonesia,4
443,Adili Jokowi yg terlibat😊,adili jokowi yg terlibat,adil jokowi libat,3
444,"Tinggal terus terang aja Nadiem , tangkurak Jokowi seret aja nggak usah takut mengungkap kebenaran",tinggal terus terang aja nadiem tangkurak jokowi seret aja nggak usah takut mengungkap kebenaran,tinggal terus terang nadiem tangkurak jokowi seret usah takut ungkap benar,11
445,"Ini akibat repormasi politik, begitu gampangnya orang buat partai sehingga negara hancur dibuat ketua ketua partai. Yg doyan korubsi .",ini akibat repormasi politik begitu gampangnya orang buat partai sehingga negara hancur dibuat ketua ketua partai yg doyan korubsi,akibat repormasi politik gampang orang buat partai negara hancur buat ketua ketua partai doyan korubsi,15
446,"Gila sih,, pria solo jahat bangett, numbalin orang",gila sih pria solo jahat bangett numbalin orang,gila pria solo jahat bangett numbalin orang,7
447,X mentri bisa diperlakukan seperti itu.. Apalagi rakyat biasa...,x mentri bisa diperlakukan seperti itu apalagi rakyat biasa,tri laku rakyat biasa,4
448,Bohong amat looo😅😅😅😅😅,bohong amat looo,bohong loo,2
449,"Jokowi yg punya ,",jokowi yg punya,jokowi punya,2
450,Yg vonis smoga kena azab,yg vonis smoga kena azab,vonis smoga kena azab,4
451,jangan mau bayar pak nadiem mereka saja yang bayar sudah bertahun tahun kenyang perut makan uang negara,jangan mau bayar pak nadiem mereka saja yang bayar sudah bertahun tahun kenyang perut makan uang negara,jangan mau bayar pak nadiem bayar tahun tahun kenyang perut makan uang negara,13
452,Aamiin..,aamiin,aamiin,1
453,Tidak baik mendoakan orang yang dengan hal buruk,tidak baik mendoakan orang yang dengan hal buruk,baik doa orang buruk,4
454,pak nadiem dan pak jaksa dari wajah saja sudah tahu siapa yang jahat pak hakim dan jaksa seperti setan,pak nadiem dan pak jaksa dari wajah saja sudah tahu siapa yang jahat pak hakim dan jaksa seperti setan,pak nadiem pak jaksa wajah tahu siapa jahat pak hakim jaksa setan,12
455,sabar pak nadiem allah akan membantu anda amin,sabar pak nadiem allah akan membantu anda amin,sabar pak nadiem allah bantu amin,6
456,sini kamu hakim tuyul jaksa jahat bertinju sama aku kamu yang makan uang negara mau sombong kamu yah jabatan jangan kamu buat main main yah,sini kamu hakim tuyul jaksa jahat bertinju sama aku kamu yang makan uang negara mau sombong kamu yah jabatan jangan kamu buat main main yah,sini kamu hakim tuyul jaksa jahat tinju sama aku kamu makan uang negara mau sombong kamu yah jabat jangan kamu buat main main yah,24
457,serang terus pak nadiem di zalimi,serang terus pak nadiem di zalimi,serang terus pak nadiem zalim,5
458,Minta ke jokowi,minta ke jokowi,minta jokowi,2
459,JIKA PERJALANAN HUKUM MASIH BEGINI  NEGARA TIDAK AKAN MAJU,jika perjalanan hukum masih begini negara tidak akan maju,jalan hukum begini negara maju,5
460,Dzolim..,dzolim,dzolim,1
461,Korban,korban,korban,1
462,"Koruptor yang udh masuk penjara pun tertawa, merka akan bebas cuma 5tahun dong ,pak Nadiem yang menanggung hukum an merka",koruptor yang udh masuk penjara pun tertawa merka akan bebas cuma tahun dong pak nadiem yang menanggung hukum an merka,koruptor udh masuk penjara tertawa merka bebas cuma tahun pak nadiem tanggung hukum merka,14
463,Bukti dan fakta : Tidak ada MALING itu ngaku...,bukti dan fakta tidak ada maling itu ngaku,bukti fakta maling ngaku,4
464,Seger kan jadi another jokodok .,seger kan jadi another jokodok,seger kan jadi another jokodok,5
465,Nggak usah baper. Banding aja,nggak usah baper banding aja,usah baper banding,3
466,"Yg dipersidangan mana sj disebutkan 1 nama tdk prh tersentuh,,,krn dia prh berkuasa,,,,sy lbh percaya nadiem,,,sabar ya pak",yg dipersidangan mana sj disebutkan nama tdk prh tersentuh krn dia prh berkuasa sy lbh percaya nadiem sabar ya pak,sidang mana sebut nama prh sentuh prh kuasa lbh percaya nadiem sabar pak,13
467,2030 Indonesia bubar,indonesia bubar,indonesia bubar,2
468,Seret Jokowi juga biar ada teumeun nya pak nadim,seret jokowi juga biar ada teumeun nya pak nadim,seret jokowi biar teumeun pak nadim,6
469,"Semoga Kebenaran Terungkap...
Semoga Revolusi Total terjadi di Nkri",semoga kebenaran terungkap semoga revolusi total terjadi di nkri,moga benar ungkap moga revolusi total jadi nkri,8
470,Woalah,woalah,woalah,1
471,"Aturan dan hukum ada di Jokowi , sekarang anda yg jadi tumbal kebiadaban Jokowi. 😅😅😅😅",aturan dan hukum ada di jokowi sekarang anda yg jadi tumbal kebiadaban jokowi,atur hukum jokowi sekarang jadi tumbal biadab jokowi,8
472,ini  yg bikin kabur dari indo,ini yg bikin kabur dari indo,bikin kabur indo,3
473,tumbal Mulyono,tumbal mulyono,tumbal mulyono,2
474,Semakin investor asing malas berinvestasi disini...,semakin investor asing malas berinvestasi disini,makin investor asing malas investasi sini,6
475,Tidak akan terjadi karena negara ini milik anggota DPR dan para menteri,tidak akan terjadi karena negara ini milik anggota dpr dan para menteri,jadi negara milik anggota dpr menteri,6
476,"@Masihsendiri-n9n  pintar mas,, selamat akal sehat menyentuh anda juga",n n pintar mas selamat akal sehat menyentuh anda juga,pintar mas selamat akal sehat sentuh,6
477,mulyon mn?,mulyon mn,mulyon,1
478,Di tumbal kan menjadi tersangka,di tumbal kan menjadi tersangka,tumbal kan jadi sangka,4
479,"Orang yang sudah berkontribusi di Indonesia,dengan gojek,jutaan manusia bisa hidup, menciptakan lapangan kerja,mana janji 19 juta lapangan kerja yang belum ada buktinya",orang yang sudah berkontribusi di indonesia dengan gojek jutaan manusia bisa hidup menciptakan lapangan kerja mana janji juta lapangan kerja yang belum ada buktinya,orang kontribusi indonesia gojek juta manusia hidup cipta lapang kerja mana janji juta lapang kerja bukti,16
480,Gpp Kon salahe Kon korupsi,gpp kon salahe kon korupsi,gpp kon salahe kon korupsi,5
481,Jaman nya jokowi gitu lo... Begini ini.. Astagfirullah..,jaman nya jokowi gitu lo begini ini astagfirullah,jaman jokowi gitu begini astagfirullah,5
482,"Hukum sudah gila,Indonesia akantercerai berai,jika cara begini di anggap benar.GILA.....!!! Dzolimmm",hukum sudah gila indonesia akantercerai berai jika cara begini di anggap benar gila dzolimmm,hukum gila indonesia akantercerai berai cara begini anggap benar gila dzolimm,11
