comment_id,komentar,normalized_text,clean_text,token_count,topic_id,topic_confidence,cluster_id,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob
264,Jelas bapak ini orang baik karena baru kali ini ada kasus dalam dunia pejabat mereka sendiri tapi di persulit,jelas bapak ini orang baik karena baru kali ini ada kasus dalam dunia pejabat mereka sendiri tapi di persulit,jelas bapak orang baik baru kali kasus dunia jabat sendiri sulit,11,1,0.6174,19,0.0087,0.6174,0.2696,0.0957,0.0087
265,Kasihan anda tertipu jokowi,kasihan anda tertipu jokowi,kasihan tipu jokowi,3,4,0.8857,41,0.0286,0.0286,0.0286,0.0286,0.8857
266,Pake Nadiem salah satu tumbal kelicikan penguasa,pake nadiem salah satu tumbal kelicikan penguasa,pake nadiem salah satu tumbal kelici kuasa,7,4,0.9467,25,0.0133,0.0133,0.0133,0.0133,0.9467
267,"Semoga yg memberi vonis NADIEM,,KENA ADZAB,,",semoga yg memberi vonis nadiem kena adzab,moga beri vonis nadiem kena adzab,6,0,0.7846,14,0.7846,0.0154,0.1692,0.0154,0.0154
268,sepertinya pak nadiem sengaja dijadikan tumbal oleh elit tertentu di negara ini,sepertinya pak nadiem sengaja dijadikan tumbal oleh elit tertentu di negara ini,pak nadiem sengaja jadi tumbal elit negara,7,4,0.7846,4,0.0154,0.0154,0.0154,0.1692,0.7846
269,Kebobrokan keadilan,kebobrokan keadilan,bobrok adil,2,3,0.84,39,0.04,0.04,0.04,0.84,0.04
270,"Kenapa Hakim di Indonesia banyak yang jadi Dazzal Gitu yach, apa mereka gak takut akan Hukum Akherat..., Semoga apa yg dialami Nadiem makarin ini, suatu saat, dirasakan oleh Anak-Cucu nya Hakim yang memvonis Nadiem",kenapa hakim di indonesia banyak yang jadi dazzal gitu yach apa mereka gak takut akan hukum akherat semoga apa yg dialami nadiem makarin ini suatu saat dirasakan oleh anak cucu nya hakim yang memvonis nadiem,hakim indonesia banyak jadi dazzal gitu yach apa takut hukum akherat moga apa alami nadiem makarin suatu rasa anak cucu hakim vonis nadiem,23,0,0.4698,0,0.4698,0.0047,0.2837,0.2372,0.0047
271,"kenapa eg minta sama bos nya,jokowi",kenapa eg minta sama bos nya jokowi,minta sama bos jokowi,4,1,0.4667,36,0.0222,0.4667,0.0222,0.0222,0.4667
272,"Kalau sudah begini ...jangan salahkan kami ..jika kami berbakti kepada negara luar ..karena di negara sendiri ..kita tidak pernah di hargai , malah justru di singkirkan .",kalau sudah begini jangan salahkan kami jika kami berbakti kepada negara luar karena di negara sendiri kita tidak pernah di hargai malah justru di singkirkan,kalau begini jangan salah bakti negara luar negara sendiri pernah harga malah justru singkir,14,1,0.7655,19,0.0759,0.7655,0.0069,0.1448,0.0069
273,Ini lah Konoha ..orng pintar ..orang jujur ..malah jadi tumbal .,ini lah konoha orng pintar orang jujur malah jadi tumbal,lah konoha orng pintar orang jujur malah jadi tumbal,9,1,0.6421,6,0.0105,0.6421,0.0105,0.0105,0.3263
274,Tunggu pak Prabowo pidato,tunggu pak prabowo pidato,tunggu pak prabowo pidato,4,0,0.6,44,0.6,0.0286,0.3143,0.0286,0.0286
275,"Lah ngapain anda kok mau jdi mentri jokowi, anda di jebak jokowi,, enak jdi owner PT. Gojek dlu",lah ngapain anda kok mau jdi mentri jokowi anda di jebak jokowi enak jdi owner pt gojek dlu,lah ngapain kok mau jadi tri jokowi jebak jokowi enak jadi owner gojek dlu,14,4,0.8222,9,0.0074,0.1556,0.0074,0.0074,0.8222
276,"Alhamdulillah, ga ada pejabat yg ga korupsi., perusak sistem pendidikan indonesia.",alhamdulillah ga ada pejabat yg ga korupsi perusak sistem pendidikan indonesia,alhamdulillah jabat korupsi usak sistem didik indonesia,7,1,0.6308,3,0.0154,0.6308,0.0154,0.3231,0.0154
277,Kalian yakin dia tidak salah? 100% ? Ampe banget dibela2. Jawab santai aja,kalian yakin dia tidak salah ampe banget dibela jawab santai aja,kalian yakin salah ampe bela jawab santai,7,0,0.4769,25,0.4769,0.0154,0.4769,0.0154,0.0154
278,Makannya lu urus aja gojek ngapain lu masuk di pemerintahan yang BOBROK lu sendiri yang jalanin ya jalanin lah...gojek Udeh di cekik juga sama aplikatornya lu juga kena kan lu hahahah kikan,makannya lu urus aja gojek ngapain lu masuk di pemerintahan yang bobrok lu sendiri yang jalanin ya jalanin lah gojek udeh di cekik juga sama aplikatornya lu juga kena kan lu hahahah kikan,makan urus gojek ngapain masuk perintah bobrok sendiri jalanin jalanin lah gojek udeh cekik sama aplikatornya kena kan kikan,19,1,0.6741,9,0.0815,0.6741,0.0074,0.0815,0.1556
279,"Lgi tenang2 di usa di panggil jokowi cumn di jdikan tumbal, yg sabar pk Alloh g tidur",lgi tenang di usa di panggil jokowi cumn di jdikan tumbal yg sabar pk alloh g tidur,lgi tenang usa panggil jokowi cumn jdikan tumbal sabar alloh tidur,11,0,0.8133,41,0.8133,0.0133,0.1467,0.0133,0.0133
280,Gilaa...gilaaa..wiss edan edanan,gilaa gilaaa wiss edan edanan,gilaa gilaa wiss edan edan,5,1,0.9111,45,0.0222,0.9111,0.0222,0.0222,0.0222
281,Mana ada maling ngaku😂,mana ada maling ngaku,mana maling ngaku,3,1,0.8857,18,0.0286,0.8857,0.0286,0.0286,0.0286
282,Hukum gila,hukum gila,hukum gila,2,3,0.84,11,0.04,0.04,0.04,0.84,0.04
283,"Anda itu kaya, jdi para pentut iri jdi di tuntut dengan cara yang tidak masuk akal. 
Seharusnya anda itu tidak masuk pemerintahan dan tetap di bisnis. 
Anda di masukan kepemerintahan untuk di pidana.",anda itu kaya jdi para pentut iri jdi di tuntut dengan cara yang tidak masuk akal seharusnya anda itu tidak masuk pemerintahan dan tetap di bisnis anda di masukan kepemerintahan untuk di pidana,kaya jadi pentut iri jadi tuntut cara masuk akal masuk perintah tetap bisnis masuk perintah pidana,16,4,0.6,10,0.0074,0.3778,0.0074,0.0074,0.6
284,Karma menidas Driver,karma menidas driver,karma menidas driver,3,0,0.7333,45,0.7333,0.0667,0.0667,0.0667,0.0667
285,Yg terbukti dpt upeti malah santai2,yg terbukti dpt upeti malah santai,bukti dpt upeti malah santai,5,2,0.5636,16,0.0182,0.3818,0.5636,0.0182,0.0182
286,Seram nya hukum di negara ini . . .jadi perusahaan gojek gratis utk dikelola koruptor,seram nya hukum di negara ini jadi perusahaan gojek gratis utk dikelola koruptor,seram hukum negara jadi usaha gojek gratis kelola koruptor,9,4,0.5467,0,0.0133,0.0133,0.0133,0.4133,0.5467
287,Revolusi,revolusi,revolusi,1,3,0.7333,45,0.0667,0.0667,0.0667,0.7333,0.0667
288,Jokowi kenapa nga di hadirkan?,jokowi kenapa nga di hadirkan,jokowi nga hadir,3,2,0.84,41,0.04,0.04,0.84,0.04,0.04
289,Mesti nya bukan nadim. Tapi jokowi yg harus di penjara. Dia yg suruh ko,mesti nya bukan nadim tapi jokowi yg harus di penjara dia yg suruh ko,mesti bukan nadim jokowi penjara suruh,6,2,0.4769,17,0.0154,0.0154,0.4769,0.0154,0.4769
290,Ada. Disimpan di singapore 😂,ada disimpan di singapore,simpan singapore,2,2,0.7333,45,0.0667,0.0667,0.7333,0.0667,0.0667
291,Gila tuh yg nuntut ...,gila tuh yg nuntut,gila tuh nuntut,3,2,0.3143,11,0.0286,0.0286,0.3143,0.3143,0.3143
292,"Haloo KPK .. bgmn dg nyanyian para Mentri yg sebut mantan Pres ..?
Para Mentri ini mjd korban kebiadaban ..",haloo kpk bgmn dg nyanyian para mentri yg sebut mantan pres para mentri ini mjd korban kebiadaban,haloo kpk bgmn nyanyi tri sebut mantan pres tri mjd korban biadab,12,2,0.4316,23,0.0105,0.1158,0.4316,0.0105,0.4316
293,"Pelajaran berharga dim, sebelum lu nyemplung mau ikut jd pejabat pasti tau semua konsekuensi nya.",pelajaran berharga dim sebelum lu nyemplung mau ikut jd pejabat pasti tau semua konsekuensi nya,ajar harga dim nyemplung mau ikut jadi jabat tahu semua konsekuensi,11,4,0.4133,7,0.1467,0.28,0.1467,0.0133,0.4133
294,😢😢😢 menyentuh hati BPK nmn knp siapa BPK sebenarnya 😢😢😢,menyentuh hati bpk nmn knp siapa bpk sebenarnya,sentuh hati bapak nmn knp siapa bapak benar,8,0,0.9467,28,0.9467,0.0133,0.0133,0.0133,0.0133
295,Aneh,aneh,aneh,1,2,0.7333,45,0.0667,0.0667,0.7333,0.0667,0.0667
296,Sampai kan ke bang hotman paris pak nadiem,sampai kan ke bang hotman paris pak nadiem,kan bang hotman paris pak nadiem,6,4,0.6308,40,0.0154,0.0154,0.3231,0.0154,0.6308
297,"Penghakiman dari Tuhan akan segera tiba..utk manusia yg melakukan ketidak keadilan
TUHAN MMBELA PASTI MENOLONG.NADIEM..",penghakiman dari tuhan akan segera tiba utk manusia yg melakukan ketidak keadilan tuhan mmbela pasti menolong nadiem,hakim tuhan segera tiba manusia laku adil tuhan mmbela nadiem,10,0,0.9579,30,0.9579,0.0105,0.0105,0.0105,0.0105
298,Maka nya pak nadiem bpk haeus segera bongkar semua pemain korupsi agara bpk tidak sendiri menjalani nya.tidak usah takut pak nadiem maayarakat akan dukung bpk kalo bpk bongkar semua nya siapa aja di belakang bpk yg dapat jatah dan si penyuruh nya,maka nya pak nadiem bpk haeus segera bongkar semua pemain korupsi agara bpk tidak sendiri menjalani nya tidak usah takut pak nadiem maayarakat akan dukung bpk kalo bpk bongkar semua nya siapa aja di belakang bpk yg dapat jatah dan si penyuruh nya,pak nadiem bapak haeus segera bongkar semua main korupsi agara bapak sendiri jalan usah takut pak nadiem maayarakat dukung bapak kalo bapak bongkar semua siapa belakang bapak jatah suruh,29,0,0.7098,19,0.7098,0.1608,0.1216,0.0039,0.0039
299,Yang medzolimi Nadiem Makarim pasti Alloh balas dgn adzab yg pedih,yang medzolimi nadiem makarim pasti alloh balas dgn adzab yg pedih,medzolimi nadiem makarim alloh balas adzab pedih,7,0,0.7846,40,0.7846,0.1692,0.0154,0.0154,0.0154
300,Makanya jangan korubsi,makanya jangan korubsi,makanya jangan korubsi,3,1,0.6,20,0.0286,0.6,0.0286,0.3143,0.0286
301,Apakabar korupsi nilai kuadran triliun...kok tidak ada kabarnya...,apakabar korupsi nilai kuadran triliun kok tidak ada kabarnya,apakabar korupsi nilai kuadran triliun kok kabar,7,2,0.6889,31,0.0222,0.0222,0.6889,0.0222,0.2444
302,tarik jokowiii,tarik jokowiii,tarik jokowii,2,1,0.7333,45,0.0667,0.7333,0.0667,0.0667,0.0667
303,"Sabar dan kuatkan mas Nadiem, kelak akan ada keadilan hakiki dari Allah SWT yang akan menghakimi hakim hari ini dan para partisannya",sabar dan kuatkan mas nadiem kelak akan ada keadilan hakiki dari allah swt yang akan menghakimi hakim hari ini dan para partisannya,sabar kuat mas nadiem kelak adil hakiki allah swt hakim hakim hari partisan,13,0,0.8667,30,0.8667,0.1048,0.0095,0.0095,0.0095
304,"Orang yang menuntut Nadim Makarim mungkin dia lah orang nya yg korupsi sesungguhnya, maling teriak maling , semoga ya Alloh orang2 yg mendzolimi Nadim Makarim cepat dapat azab nya, Amin amin amin 🙏",orang yang menuntut nadim makarim mungkin dia lah orang nya yg korupsi sesungguhnya maling teriak maling semoga ya alloh orang yg mendzolimi nadim makarim cepat dapat azab nya amin amin amin,orang tuntut nadim makarim mungkin lah orang korupsi sungguh maling teriak maling moga alloh orang mendzolimi nadim makarim cepat azab amin amin amin,23,1,0.5378,9,0.4489,0.5378,0.0044,0.0044,0.0044
305,Sedih..sekali sehat2 pak Nadin cpt selesai .GBU.,sedih sekali sehat pak nadin cpt selesai gbu,sedih sekali sehat pak nadin cpt selesai gbu,8,0,0.68,44,0.68,0.0133,0.0133,0.28,0.0133
306,sangat kejam,sangat kejam,sangat kejam,2,3,0.44,45,0.04,0.04,0.04,0.44,0.44
307,Edan..Ud pak urusin gojek aj....bnyk manusia dajal di luar,edan ud pak urusin gojek aj bnyk manusia dajal di luar,edan pak urusin gojek bnyk manusia dajal luar,8,1,0.4769,44,0.0154,0.4769,0.0154,0.3231,0.1692
308,Spill dong JAKSA PENUNTUTNYA SIAPA biar Intel netizen menguliti itu Jaksa Penuntut,spill dong jaksa penuntutnya siapa biar intel netizen menguliti itu jaksa penuntut,spill jaksa tuntut siapa biar intel netizen ulit jaksa tuntut,10,0,0.8133,28,0.8133,0.0133,0.1467,0.0133,0.0133
309,Gimana ini...masih ada yg peduli hukum ga...mana orang2 cerdas...jangan di biarkan hal kya gini ..jadi kebiasaan,gimana ini masih ada yg peduli hukum ga mana orang cerdas jangan di biarkan hal kya gini jadi kebiasaan,gimana peduli hukum mana orang cerdas jangan biar kya gin jadi biasa,12,1,0.4857,0,0.0095,0.4857,0.0095,0.2,0.2952
310,Ojol bersatu siap ratakan persiden,ojol bersatu siap ratakan persiden,ojol satu siap rata persiden,5,4,0.9111,45,0.0222,0.0222,0.0222,0.0222,0.9111
311,Kloo persiden ngk turun dgn khusus ini kita ratakn pemerintahn ini,kloo persiden ngk turun dgn khusus ini kita ratakn pemerintahn ini,kloo persiden ngk turun khusus ratakn pemerintahn,7,2,0.44,45,0.04,0.04,0.44,0.04,0.44
312,Rakyat kecil Hanya bisa mengelus dada melihat berita ini,rakyat kecil hanya bisa mengelus dada melihat berita ini,rakyat kecil elus dada lihat berita,6,3,0.9111,27,0.0222,0.0222,0.0222,0.9111,0.0222
313,Semoga ada justice untuk beliau😢,semoga ada justice untuk beliau,moga justice beliau,3,4,0.6,33,0.3143,0.0286,0.0286,0.0286,0.6
314,"Hukum Indonesia sudah hancur,penegak hukum nya merem semua",hukum indonesia sudah hancur penegak hukum nya merem semua,hukum indonesia hancur tegak hukum merem semua,7,3,0.7846,34,0.0154,0.0154,0.1692,0.7846,0.0154
315,Harusnya km gigit juga itu mantan Bosmu si joko,harusnya km gigit juga itu mantan bosmu si joko,gigit mantan bos joko,4,0,0.44,45,0.44,0.04,0.44,0.04,0.04
316,Edan ya. Nadiem dimafiakaan ini mau capluk gojek nya sama mafia,edan ya nadiem dimafiakaan ini mau capluk gojek nya sama mafia,edan nadiem dimafiakaan mau capluk gojek sama mafia,8,1,0.7455,36,0.2,0.7455,0.0182,0.0182,0.0182
317,Gila segila2nya... Ngerii,gila segila nya ngerii,gila gila ngeri,3,3,0.8857,5,0.0286,0.0286,0.0286,0.8857,0.0286
318,Orang baik yg dijahati,orang baik yg dijahati,orang baik jahat,3,1,0.8857,12,0.0286,0.8857,0.0286,0.0286,0.0286
319,Sita aset nya cek rekening bank nya di luar negeri.,sita aset nya cek rekening bank nya di luar negeri,sita aset cek rekening bank luar negeri,7,3,0.4667,45,0.0222,0.2444,0.2444,0.4667,0.0222
320,"Manusia yang sangat bermanfaat membuka jutaan lapangan pekerjaan, dihancurkan oleh manusia² yang tidak bermanfaat sama sekali ,, daya rusak kebodohan memang dahsyat 😂",manusia yang sangat bermanfaat membuka jutaan lapangan pekerjaan dihancurkan oleh manusia yang tidak bermanfaat sama sekali daya rusak kebodohan memang dahsyat,manusia sangat manfaat buka juta lapang kerja hancur manusia manfaat sama sekali daya rusak bodoh memang dahsyat,17,3,0.9152,36,0.0061,0.0667,0.0061,0.9152,0.0061
321,Tuntaskan para koruptor,tuntaskan para koruptor,tuntas koruptor,2,3,0.7333,26,0.0667,0.0667,0.0667,0.7333,0.0667
322,Astaghfirullah.....ya Allah berikanlah pembalasan yang setimpal pada orang yg telah memfitnah Pak Nadiem siapapun orang itu ya Allah....Innamaa amruhuu  Idzaa arodasyaian ayyaku lalahu kunfayakun......,astaghfirullah ya allah berikanlah pembalasan yang setimpal pada orang yg telah memfitnah pak nadiem siapapun orang itu ya allah innamaa amruhuu idzaa arodasyaian ayyaku lalahu kunfayakun,astaghfirullah allah beri balas timpal orang fitnah pak nadiem siapa orang allah innamaa amruhuu idzaa arodasyaian ayyaku lalahu kunfayakun,19,0,0.8783,2,0.8783,0.0957,0.0087,0.0087,0.0087
323,Semoga yg memvonis di ampuni.,semoga yg memvonis di ampuni,moga vonis ampun,3,0,0.6,14,0.6,0.0286,0.3143,0.0286,0.0286
324,"Dia rela meninggalkan ojol bang, memilih jadi menteri, sejak saat itu tarif ojol jadi gak seindah dulu...",dia rela meninggalkan ojol bang memilih jadi menteri sejak saat itu tarif ojol jadi gak seindah dulu,rela tinggal ojol bang pilih jadi menteri sejak tarif ojol jadi indah dulu,13,4,0.8667,43,0.0095,0.0095,0.0095,0.1048,0.8667
325,"Hukum itu ditegakan berdasarkan fakta bukti,bukan asumsi,maling bisaja mengelak.",hukum itu ditegakan berdasarkan fakta bukti bukan asumsi maling bisaja mengelak,hukum tega dasar fakta bukti bukan asumsi maling bisaja elak,10,0,0.4824,16,0.4824,0.4824,0.0118,0.0118,0.0118
326,"enak saja. sementara ga yg memfonis Nadiem di azab Alloh sekluarganya, musibah datang silih berganti hingga ajal.menjemput.",enak saja sementara ga yg memfonis nadiem di azab alloh sekluarganya musibah datang silih berganti hingga ajal menjemput,enak fon nadiem azab alloh sekluarganya musibah datang silih ganti hingga ajal jemput,13,0,0.6421,40,0.6421,0.1158,0.1158,0.1158,0.0105
327,"Sekarang harus tahu dengan siapa berdiri berdiri, pilih teman yg benar, jangan sampai kita jadi tumbalnya",sekarang harus tahu dengan siapa berdiri berdiri pilih teman yg benar jangan sampai kita jadi tumbalnya,sekarang tahu siapa diri diri pilih teman benar jangan jadi tumbal,11,4,0.5304,20,0.1826,0.2696,0.0087,0.0087,0.5304
328,Jokowi aja tuh yg gantiin atau dipenjarakan,jokowi aja tuh yg gantiin atau dipenjarakan,jokowi tuh gantiin penjara,4,2,0.8857,17,0.0286,0.0286,0.8857,0.0286,0.0286
329,"Sokor mase, kamu jadi mendikbud dunia pendidikan jadi rusak.... 😂😂",sokor mase kamu jadi mendikbud dunia pendidikan jadi rusak,sokor mase kamu jadi mendikbud dunia didik jadi rusak,9,3,0.6308,3,0.0154,0.0154,0.0154,0.6308,0.3231
330,Ada tuh kalau dikuliti orangnya😂,ada tuh kalau dikuliti orangnya,tuh kalau kulit orang,4,0,0.3143,37,0.3143,0.3143,0.3143,0.0286,0.0286
331,Warisan konoha .....  Gk adil,warisan konoha gk adil,waris konoha adil,3,3,0.84,8,0.04,0.04,0.04,0.84,0.04
332,Saham punya kan di grup gojek,saham punya kan di grup gojek,saham punya kan grup gojek,5,1,0.9111,45,0.0222,0.9111,0.0222,0.0222,0.0222
333,"Siapa maling yang sesungguhnya,?""""""""""",siapa maling yang sesungguhnya,siapa maling sungguh,3,0,0.6,28,0.6,0.3143,0.0286,0.0286,0.0286
334,"duit ,y ke genk solo tuh",duit y ke genk solo tuh,duit genk solo tuh,4,2,0.3143,45,0.0286,0.0286,0.3143,0.3143,0.3143
335,Hukum apa kah ini...,hukum apa kah ini,hukum apa,2,2,0.44,38,0.04,0.04,0.44,0.44,0.04
336,"Tdk bisa pengakuan saja seperti itu, klo sdh tahu siapa dan kemana mengalir tinggal bernyanyi apa salahnya biar semua pd tahu.",tdk bisa pengakuan saja seperti itu klo sdh tahu siapa dan kemana mengalir tinggal bernyanyi apa salahnya biar semua pd tahu,aku klo tahu siapa alir tinggal nyanyi apa salah biar semua tahu,12,4,0.408,13,0.248,0.168,0.008,0.168,0.408
337,"Kacau"" konoha kobaha",kacau konoha kobaha,kacau konoha kobaha,3,3,0.84,8,0.04,0.04,0.04,0.84,0.04
338,Kemana saja uang tersebut mestinya ditelusuri oleh penegak hukum,kemana saja uang tersebut mestinya ditelusuri oleh penegak hukum,uang sebut mesti telusur tegak hukum,6,3,0.5636,29,0.0182,0.0182,0.3818,0.5636,0.0182
339,"Kmaren kenapa mau diangkat jd Mentri pak,,sudah tau politik itu kejam.",kmaren kenapa mau diangkat jd mentri pak sudah tau politik itu kejam,kmaren mau angkat jadi tri pak tahu politik kejam,9,4,0.9529,43,0.0118,0.0118,0.0118,0.0118,0.9529
340,kalian tau solusi nya pecat prabowo baru Indonesia sejahtera,kalian tau solusi nya pecat prabowo baru indonesia sejahtera,kalian tahu solusi pecat prabowo baru indonesia sejahtera,8,2,0.5636,45,0.0182,0.0182,0.5636,0.2,0.2
341,Di kira negara bodoh bisa di bohongi bahwa anda tdk punya uang sesuai tuntutan..... Negara lebih pinter bro..... Aliran uang anda bisa di lacak kemanapun perginya.....,di kira negara bodoh bisa di bohongi bahwa anda tdk punya uang sesuai tuntutan negara lebih pinter bro aliran uang anda bisa di lacak kemanapun perginya,kira negara bodoh bohong punya uang sesuai tuntut negara lebih pinter bro alir uang lacak mana pergi,17,3,0.5226,18,0.071,0.3935,0.0065,0.5226,0.0065
342,Jokowi di lawan,jokowi di lawan,jokowi lawan,2,2,0.84,41,0.04,0.04,0.84,0.04,0.04
343,Jokowi malingnya,jokowi malingnya,jokowi maling,2,1,0.44,41,0.04,0.44,0.44,0.04,0.04
344,"Ya jangan bohong Nadiem jujur saja seret jokowi,,,,",ya jangan bohong nadiem jujur saja seret jokowi,jangan bohong nadiem jujur seret jokowi,6,2,0.4769,6,0.0154,0.3231,0.4769,0.0154,0.1692
345,Gila hukum diindonesia,gila hukum diindonesia,gila hukum indonesia,3,3,0.8857,11,0.0286,0.0286,0.0286,0.8857,0.0286
346,Sebaiknya uang yang bapak serahkan ke Jokowi ambil kembali serahkan ke negara,sebaiknya uang yang bapak serahkan ke jokowi ambil kembali serahkan ke negara,baik uang bapak serah jokowi ambil serah negara,8,1,0.6,29,0.0118,0.6,0.3647,0.0118,0.0118
347,Kasihan pak Nadiem...kok bisa jg begini?...😢,kasihan pak nadiem kok bisa jg begini,kasihan pak nadiem kok begini,5,4,0.7455,40,0.0182,0.0182,0.0182,0.2,0.7455
348,"hanya bawah""nya yg di tangkap di hukum, kepalanya/ biang kerok korupsinya aman"" aja",hanya bawah nya yg di tangkap di hukum kepalanya biang kerok korupsinya aman aja,bawah tangkap hukum kepala biang kerok korupsi aman,8,2,0.8353,31,0.0118,0.0118,0.8353,0.1294,0.0118
349,TUMBAL NEGARA,tumbal negara,tumbal negara,2,3,0.44,42,0.04,0.04,0.04,0.44,0.44
350,Negara ini masa pemerintahan sekarang murni membunuh rakyatnya😢😢😢😢,negara ini masa pemerintahan sekarang murni membunuh rakyatnya,negara masa perintah sekarang murni bunuh rakyat,7,1,0.4769,27,0.0154,0.4769,0.0154,0.3231,0.1692
351,Sabar pak nanti jg ada balasan nyata yg menzholiminya bpk,sabar pak nanti jg ada balasan nyata yg menzholiminya bpk,sabar pak balas nyata menzholiminya bapak,6,0,0.7455,44,0.7455,0.0182,0.0182,0.0182,0.2
352,"Gue bukan siapa2nya beliau..tapi ikut sakit hatiiii..
Semoga para biadab yg menzholimi mendapat balasan hukuman Allah SWT.. Aamiin 🤲🤲",gue bukan siapa nya beliau tapi ikut sakit hatiiii semoga para biadab yg menzholimi mendapat balasan hukuman allah swt aamiin,gue bukan siapa beliau ikut sakit hati moga biadab menzholimi balas hukum allah swt aamiin,15,0,0.6741,28,0.6741,0.0074,0.0074,0.0074,0.3037
353,Mundur ke belakang,mundur ke belakang,mundur belakang,2,0,0.44,45,0.44,0.04,0.04,0.44,0.04
354,"Kesalahan Pak Nadiem cuma 1 yaitu : ""Menjadi Menteri Jokowi""",kesalahan pak nadiem cuma yaitu menjadi menteri jokowi,salah pak nadiem cuma jadi menteri jokowi,7,4,0.8133,4,0.1467,0.0133,0.0133,0.0133,0.8133
355,Jangan pasang muka sedih laaah,jangan pasang muka sedih laaah,jangan pasang muka sedih laah,5,1,0.4667,20,0.0222,0.4667,0.0222,0.4667,0.0222
356,Selamat menikmati jeruji besi . Gu dulmu atoosssss,selamat menikmati jeruji besi gu dulmu atoosssss,selamat nikmat jeruji besi dulmu atooss,6,3,0.84,45,0.04,0.04,0.04,0.84,0.04
357,"Hanya Allah penolong kita. Bapak kita punya Allah yang maha adil. Minta ke adilan sama Allah. Dengan Solat taubat, Solat hajat. Tahajud dan istikoroh. Meminta sama Allah. Insya Alloh Allah akan membuktikan semua ini. Lakukan.",hanya allah penolong kita bapak kita punya allah yang maha adil minta ke adilan sama allah dengan solat taubat solat hajat tahajud dan istikoroh meminta sama allah insya alloh allah akan membuktikan semua ini lakukan,allah bapak punya allah maha adil minta adil sama allah solat taubat solat hajat tahajud istikoroh minta sama allah insya alloh allah bukti semua laku,25,0,0.6205,16,0.6205,0.3641,0.0051,0.0051,0.0051
358,Indonesia emas 2045 yg dicanangkan Jokowi dan luhut yg tinggal 19 thn lagi hanyalah omong kosong hayalan para dajal penipu,indonesia emas yg dicanangkan jokowi dan luhut yg tinggal thn lagi hanyalah omong kosong hayalan para dajal penipu,indonesia emas canang jokowi luhut tinggal thn omong kosong hayalan dajal tipu,12,2,0.3647,41,0.1294,0.0118,0.3647,0.3647,0.1294
359,Org pintar atau kaya pengusaha jgn mau masuk politik atau pemerintahan.. akan di jadikan korban berikutnya.. inilah hukum yg sangat kejam buat kita..,org pintar atau kaya pengusaha jgn mau masuk politik atau pemerintahan akan di jadikan korban berikutnya inilah hukum yg sangat kejam buat kita,orang pintar kaya usaha jgn mau masuk politik perintah jadi korban ikut hukum sangat kejam buat,16,4,0.6727,0,0.0061,0.0061,0.0061,0.3091,0.6727
360,"Nadiem hanya jadi tumbal sang raja koruptor, padahal nadiem riil menciptakan lapangan kerja jutaan orang.",nadiem hanya jadi tumbal sang raja koruptor padahal nadiem riil menciptakan lapangan kerja jutaan orang,nadiem jadi tumbal sang raja koruptor padahal nadiem riil cipta lapang kerja juta orang,14,3,0.488,4,0.008,0.008,0.008,0.488,0.488
361,"Anda jujur dan masuk pemerintahan?
Anda akan dikoyak habis olehnya..",anda jujur dan masuk pemerintahan anda akan dikoyak habis olehnya,jujur masuk perintah koyak habis,5,4,0.9111,6,0.0222,0.0222,0.0222,0.0222,0.9111
362,Seharusnya Jokowi yang harus dipenjara dan dibuang ke Nusakambangan,seharusnya jokowi yang harus dipenjara dan dibuang ke nusakambangan,jokowi penjara buang nusakambangan,4,2,0.44,17,0.04,0.04,0.44,0.04,0.44
363,sabar Pak.,sabar pak,sabar pak,2,0,0.84,44,0.84,0.04,0.04,0.04,0.04
364,Kak sanya banyak maling. Makanya negara kaco bali.,kak sanya banyak maling makanya negara kaco bali,kak sanya banyak maling makanya negara kaco bal,8,1,0.9111,22,0.0222,0.9111,0.0222,0.0222,0.0222
365,"Sy setuju kamu d penjara...KRNA kamu JD Mentri gak amanah,..bukanya mendidik anak2 jadi parah kurikulum kamu yg buat",sy setuju kamu d penjara krna kamu jd mentri gak amanah bukanya mendidik anak jadi parah kurikulum kamu yg buat,tuju kamu penjara krna kamu jadi tri amanah buka didik anak jadi parah kurikulum kamu buat,16,3,0.6276,3,0.0069,0.0069,0.0069,0.6276,0.3517
366,"Dulu nadiem bela jokowi mati2an di program PIP,, skrg nadiem jd tumbal jokowi,, mungkin itulah hukuman nya,, kemana dana PIP yg dulu sempat di pertanyakan oleh wali murid, dan hanya di berikan senyuman oleh nadiem,, Tuhan maha adil,, menunjukan ketidak jujuran seseorang yg skrg kena batunya 🤔🙄",dulu nadiem bela jokowi mati an di program pip skrg nadiem jd tumbal jokowi mungkin itulah hukuman nya kemana dana pip yg dulu sempat di pertanyakan oleh wali murid dan hanya di berikan senyuman oleh nadiem tuhan maha adil menunjukan ketidak jujuran seseorang yg skrg kena batunya,dulu nadiem bela jokowi mati program pip skrg nadiem jadi tumbal jokowi mungkin hukum dana pip dulu sempat tanya wali murid ikan senyum nadiem tuhan maha adil tunjuk jujuran orang skrg kena batu,33,0,0.3306,0,0.3306,0.0041,0.2082,0.2082,0.249
367,hukum macam apa ini😢,hukum macam apa ini,hukum macam apa,3,2,0.3143,38,0.0286,0.0286,0.3143,0.3143,0.3143
